from_id,from_name,to_id,to_name,line,time
322,이촌,323,동작,4,3
323,동작,324,총신대입구,4,2
324,총신대입구,325,사당,4,2
325,사당,326,남태령,4,3
326,남태령,327,선바위,4,3
327,선바위,328,경마공원,4,3
328,경마공원,329,대공원,4,2
329,대공원,330,과천,4,2
330,과천,331,정부과천청사,4,2
331,정부과천청사,332,인덕원,4,3
332,인덕원,333,평촌,4,3
333,평촌,334,범계,4,2
334,범계,335,금정,4,3
335,금정,336,산본,4,3
336,산본,337,수리산,4,2
337,수리산,338,대야미,4,3
338,대야미,339,반월,4,3
339,반월,340,상록수,4,3
340,상록수,341,한대앞,4,2
341,한대앞,342,중앙,4,2
342,중앙,343,고잔,4,2
343,고잔,344,초지,4,2
344,초지,345,안산,4,2
345,안산,346,신길온천,4,2
346,신길온천,347,정왕,4,2
347,정왕,348,오이도,4,3
401,방화,402,개화산,5,2
402,개화산,403,김포공항,5,2
403,김포공항,404,송정,5,2
404,송정,405,마곡,5,2
405,마곡,406,발산,5,2
406,발산,407,우장산,5,2
407,우장산,408,화곡,5,2
408,화곡,409,까치산,5,2
409,까치산,410,신정,5,2
410,신정,411,목동,5,2
411,목동,412,오목교,5,2
412,오목교,413,양평,5,2
413,양평,414,영등포구청,5,2
414,영등포구청,415,영등포시장,5,2
415,영등포시장,416,신길,5,2
416,신길,417,여의도,5,2
417,여의도,418,여의나루,5,2
418,여의나루,419,마포,5,2
419,마포,420,공덕,5,2
420,공덕,421,애오개,5,2
421,애오개,422,충정로,5,2
422,충정로,423,서대문,5,2
423,서대문,424,광화문,5,2
424,광화문,425,종로3가,5,2
425,종로3가,426,을지로4가,5,2
426,을지로4가,427,동대문역사문화공원,5,2
427,동대문역사문화공원,428,청구,5,2
428,청구,429,신금호,5,2
429,신금호,430,행당,5,2
430,행당,431,왕십리,5,2
431,왕십리,432,마장,5,2
432,마장,433,답십리,5,2
433,답십리,434,장한평,5,2
434,장한평,435,군자,5,2
435,군자,436,아차산,5,2
436,아차산,437,광나루,5,2
437,광나루,438,천호,5,2
438,천호,439,강동,5,2
439,강동,440,길동,5,2
440,길동,441,굽은다리,5,2
441,굽은다리,442,명일,5,2
442,명일,443,고덕,5,2
443,고덕,444,상일동,5,2
444,상일동,445,둔촌동,5,2
445,둔촌동,446,올림픽공원,5,2
446,올림픽공원,447,방이,5,2
447,방이,448,오금,5,2
448,오금,449,개롱,5,2
449,개롱,450,거여,5,2
450,거여,451,마천,5,2
439,강동,452,둔촌오륜,5,2
452,둔촌오륜,453,명일,5,2
453,명일,454,고덕강일,5,2
454,고덕강일,455,상일동,5,2
455,상일동,456,미사,5,2
456,미사,457,하남풍산,5,2
457,하남풍산,458,하남시청,5,2
458,하남시청,459,하남검단산,5,2
501,응암,502,역촌,6,2
502,역촌,503,불광,6,2
503,불광,504,독바위,6,2
504,독바위,505,연신내,6,2
505,연신내,506,구산,6,2
506,구산,507,새절,6,2
507,새절,508,증산,6,2
508,증산,509,디지털미디어시티,6,2
509,디지털미디어시티,510,월드컵경기장,6,2
510,월드컵경기장,511,마포구청,6,2
511,마포구청,512,망원,6,2
512,망원,513,합정,6,2
513,합정,514,상수,6,2
514,상수,515,광흥창,6,2
515,광흥창,516,대흥,6,2
516,대흥,517,공덕,6,2
517,공덕,518,효창공원앞,6,2
518,효창공원앞,519,삼각지,6,2
519,삼각지,520,녹사평,6,2
520,녹사평,521,이태원,6,2
521,이태원,522,한강진,6,2
522,한강진,523,버티고개,6,2
523,버티고개,524,약수,6,2
524,약수,525,청구,6,2
525,청구,526,신당,6,2
526,신당,527,동묘앞,6,2
527,동묘앞,528,창신,6,2
528,창신,529,보문,6,2
529,보문,530,안암,6,2
530,안암,531,고려대,6,2
531,고려대,532,월곡,6,2
532,월곡,533,상월곡,6,2
533,상월곡,534,돌곶이,6,2
534,돌곶이,535,석계,6,2
535,석계,536,태릉입구,6,2
536,태릉입구,537,화랑대,6,2
537,화랑대,538,봉화산,6,2
538,봉화산,539,신내,6,2
539,신내,501,응암,6,2
601,장암,602,도봉산,7,2
602,도봉산,603,수락산,7,2
603,수락산,604,마들,7,2
604,마들,605,노원,7,2
605,노원,606,중계,7,2
606,중계,607,하계,7,2
607,하계,608,공릉,7,2
608,공릉,609,태릉입구,7,2
609,태릉입구,610,먹골,7,2
610,먹골,611,중화,7,2
611,중화,612,상봉,7,2
612,상봉,613,면목,7,2
613,면목,614,사가정,7,2
614,사가정,615,용마산,7,2
615,용마산,616,중곡,7,2
616,중곡,617,군자,7,2
617,군자,618,어린이대공원,7,2
618,어린이대공원,619,건대입구,7,2
619,건대입구,620,뚝섬유원지,7,2
620,뚝섬유원지,621,청담,7,2
621,청담,622,강남구청,7,2
622,강남구청,623,학동,7,2
623,학동,624,논현,7,2
624,논현,625,반포,7,2
625,반포,626,고속터미널,7,2
626,고속터미널,627,내방,7,2
627,내방,628,이수,7,2
628,이수,629,남성,7,2
629,남성,630,숭실대입구,7,2
630,숭실대입구,631,상도,7,2
631,상도,632,장승배기,7,2
632,장승배기,633,신대방삼거리,7,2
633,신대방삼거리,634,보라매,7,2
634,보라매,635,신풍,7,2
635,신풍,636,대림,7,2
636,대림,637,남구로,7,2
637,남구로,638,가산디지털단지,7,2
638,가산디지털단지,639,철산,7,2
639,철산,640,광명사거리,7,2
640,광명사거리,641,천왕,7,2
641,천왕,642,온수,7,2
701,암사,702,천호,8,2
702,천호,703,강동구청,8,2
703,강동구청,704,몽촌토성,8,2
704,몽촌토성,705,잠실,8,2
705,잠실,706,석촌,8,2
706,석촌,707,송파,8,2
707,송파,708,가락시장,8,2
708,가락시장,709,문정,8,2
709,문정,710,장지,8,2
710,장지,711,복정,8,2
711,복정,712,산성,8,2
712,산성,713,남한산성입구,8,2
713,남한산성입구,714,단대오거리,8,2
714,단대오거리,715,신흥,8,2
715,신흥,716,수진,8,2
716,수진,717,모란,8,2
801,개화,802,김포공항,9,2
802,김포공항,803,공항시장,9,2
803,공항시장,804,신방화,9,2
804,신방화,805,마곡나루,9,2
805,마곡나루,806,양천향교,9,2
806,양천향교,807,가양,9,2
807,가양,808,증미,9,2
808,증미,809,등촌,9,2
809,등촌,810,염창,9,2
810,염창,811,신목동,9,2
811,신목동,812,선유도,9,2
812,선유도,813,당산,9,2
813,당산,814,국회의사당,9,2
814,국회의사당,815,여의도,9,2
815,여의도,816,샛강,9,2
816,샛강,817,노량진,9,2
817,노량진,818,노들,9,2
818,노들,819,흑석,9,2
819,흑석,820,동작,9,2
820,동작,821,구반포,9,2
821,구반포,822,신반포,9,2
822,신반포,823,고속터미널,9,2
823,고속터미널,824,사평,9,2
824,사평,825,신논현,9,2
825,신논현,826,언주,9,2
826,언주,827,선정릉,9,2
827,선정릉,828,삼성중앙,9,2
828,삼성중앙,829,봉은사,9,2
829,봉은사,830,종합운동장,9,2
830,종합운동장,831,삼전,9,2
831,삼전,832,석촌고분,9,2
832,석촌고분,833,석촌,9,2
833,석촌,834,송파나루,9,2
834,송파나루,835,한성백제,9,2
835,한성백제,836,올림픽공원,9,2
836,올림픽공원,837,둔촌오륜,9,2
837,둔촌오륜,838,중앙보훈병원,9,2
33,서울역,318,서울역,1,0
318,서울역,33,서울역,4,0
33,서울역,101,시청,1,2
101,시청,33,서울역,2,2
29,동대문,313,동대문,1,0
313,동대문,29,동대문,4,0
105,동대문역사문화공원,314,동대문역사문화공원,2,0
314,동대문역사문화공원,105,동대문역사문화공원,4,0
105,동대문역사문화공원,427,동대문역사문화공원,2,0
427,동대문역사문화공원,105,동대문역사문화공원,5,0
314,동대문역사문화공원,427,동대문역사문화공원,4,0
427,동대문역사문화공원,314,동대문역사문화공원,5,0
31,종로3가,221,종로3가,1,0
221,종로3가,31,종로3가,3,0
31,종로3가,425,종로3가,1,0
425,종로3가,31,종로3가,5,0
221,종로3가,425,종로3가,3,0
425,종로3가,221,종로3가,5,0
103,을지로3가,222,을지로3가,2,0
222,을지로3가,103,을지로3가,3,0
223,충무로,315,충무로,3,0
315,충무로,223,충무로,4,0
126,사당,325,사당,2,0
325,사당,126,사당,4,0
123,교대,232,교대,2,0
232,교대,123,교대,3,0
231,고속터미널,626,고속터미널,3,0
626,고속터미널,231,고속터미널,7,0
231,고속터미널,823,고속터미널,3,0
823,고속터미널,231,고속터미널,9,0
626,고속터미널,823,고속터미널,7,0
823,고속터미널,626,고속터미널,9,0
116,잠실,705,잠실,2,0
705,잠실,116,잠실,8,0
108,왕십리,431,왕십리,2,0
431,왕십리,108,왕십리,5,0
138,합정,513,합정,2,0
513,합정,138,합정,6,0
303,노원,605,노원,4,0
605,노원,303,노원,7,0
21,석계,535,석계,1,0
535,석계,21,석계,6,0
536,태릉입구,609,태릉입구,6,0
609,태릉입구,536,태릉입구,7,0
112,건대입구,619,건대입구,2,0
619,건대입구,112,건대입구,7,0
435,군자,617,군자,5,0
617,군자,435,군자,7,0
133,대림,636,대림,2,0
636,대림,133,대림,7,0
225,약수,524,약수,3,0
524,약수,225,약수,6,0
428,청구,525,청구,5,0
525,청구,428,청구,6,0
106,신당,526,신당,2,0
526,신당,106,신당,6,0
45,온수,642,온수,1,0
642,온수,45,온수,7,0
420,공덕,517,공덕,5,0
517,공덕,420,공덕,6,0
213,연신내,505,연신내,3,0
505,연신내,213,연신내,6,0
214,불광,503,불광,3,0
503,불광,214,불광,6,0
320,삼각지,519,삼각지,4,0
519,삼각지,320,삼각지,6,0
28,동묘앞,527,동묘앞,1,0
527,동묘앞,28,동묘앞,6,0
62,가산디지털단지,638,가산디지털단지,1,0
638,가산디지털단지,62,가산디지털단지,7,0
403,김포공항,802,김포공항,5,0
802,김포공항,403,김포공항,9,0
36,노량진,817,노량진,1,0
817,노량진,36,노량진,9,0
323,동작,820,동작,4,0
820,동작,323,동작,9,0
417,여의도,815,여의도,5,0
815,여의도,417,여의도,9,0
137,당산,813,당산,2,0
813,당산,137,당산,9,0
118,종합운동장,830,종합운동장,2,0
830,종합운동장,118,종합운동장,9,0
706,석촌,833,석촌,8,0
833,석촌,706,석촌,9,0
242,가락시장,708,가락시장,3,0
708,가락시장,242,가락시장,8,0
438,천호,702,천호,5,0
702,천호,438,천호,8,0
14,도봉산,602,도봉산,1,0
602,도봉산,14,도봉산,7,0
17,창동,304,창동,1,0
304,창동,17,창동,4,0
40,신도림,134,신도림,1,0
134,신도림,40,신도림,2,0
69,금정,335,금정,1,0
335,금정,69,금정,4,0
151,까치산,409,까치산,2,0
409,까치산,151,까치산,5,0
143,충정로,422,충정로,2,0
422,충정로,143,충정로,5,0
104,을지로4가,426,을지로4가,2,0
426,을지로4가,104,을지로4가,5,0
